# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 30 10:00:55 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid	pl_hostname	pl_letter	pl_name	pl_discmethod	pl_orbper	st_dist	st_teff	pl_facility
2239	Kepler-226	d	Kepler-226 d	Transit	8.10904400	966.00	5571.00	Kepler
2240	Kepler-227	b	Kepler-227 b	Transit	9.48801500	1095.00	5854.00	Kepler
2241	Kepler-227	c	Kepler-227 c	Transit	54.41869400	1095.00	5854.00	Kepler
2242	Kepler-228	b	Kepler-228 b	Transit	2.56654600	1307.00	6043.00	Kepler
2243	Kepler-228	c	Kepler-228 c	Transit	4.13444400	1307.00	6043.00	Kepler
2244	Kepler-228	d	Kepler-228 d	Transit	11.09428600	1307.00	6043.00	Kepler
2245	Kepler-229	b	Kepler-229 b	Transit	6.25297200	877.00	5120.00	Kepler
2246	Kepler-229	c	Kepler-229 c	Transit	16.06863800	877.00	5120.00	Kepler
2247	Kepler-229	d	Kepler-229 d	Transit	41.19491200	877.00	5120.00	Kepler
2248	Kepler-23	b	Kepler-23 b	Transit	7.10730000	800.00	5828.00	Kepler
2249	Kepler-23	c	Kepler-23 c	Transit	10.74210000	800.00	5828.00	Kepler
2250	Kepler-23	d	Kepler-23 d	Transit	15.27429900	800.00	5828.00	Kepler
2251	Kepler-230	b	Kepler-230 b	Transit	32.62555500	775.00	5588.00	Kepler
2252	Kepler-230	c	Kepler-230 c	Transit	91.77324200	775.00	5588.00	Kepler
2253	Kepler-231	b	Kepler-231 b	Transit	10.06527500	325.00	3767.00	Kepler
2254	Kepler-231	c	Kepler-231 c	Transit	19.27156600	325.00	3767.00	Kepler
2255	Kepler-232	b	Kepler-232 b	Transit	4.43122200	1155.00	5847.00	Kepler
2256	Kepler-232	c	Kepler-232 c	Transit	11.37934900	1155.00	5847.00	Kepler
2257	Kepler-233	b	Kepler-233 b	Transit	8.47238200	825.00	5360.00	Kepler
2258	Kepler-233	c	Kepler-233 c	Transit	60.41895500	825.00	5360.00	Kepler
2259	Kepler-234	b	Kepler-234 b	Transit	2.71150600	1651.00	6224.00	Kepler
2260	Kepler-234	c	Kepler-234 c	Transit	7.21205000	1651.00	6224.00	Kepler
2261	Kepler-235	b	Kepler-235 b	Transit	3.34022200	369.00	4255.00	Kepler
2262	Kepler-235	c	Kepler-235 c	Transit	7.82490400	369.00	4255.00	Kepler
2263	Kepler-235	d	Kepler-235 d	Transit	20.06054800	369.00	4255.00	Kepler
2264	Kepler-235	e	Kepler-235 e	Transit	46.18366900	369.00	4255.00	Kepler
2265	Kepler-236	b	Kepler-236 b	Transit	8.29561100	265.00	3750.00	Kepler
2266	Kepler-236	c	Kepler-236 c	Transit	23.96812700	265.00	3750.00	Kepler
2267	Kepler-237	b	Kepler-237 b	Transit	4.71510600	647.00	4861.00	Kepler
2268	Kepler-237	c	Kepler-237 c	Transit	8.10363600	647.00	4861.00	Kepler
2269	Kepler-238	b	Kepler-238 b	Transit	2.09087600	1369.00	5751.00	Kepler
2270	Kepler-238	c	Kepler-238 c	Transit	6.15555700	1369.00	5751.00	Kepler
2271	Kepler-238	d	Kepler-238 d	Transit	13.23354900	1369.00	5751.00	Kepler
2272	Kepler-238	e	Kepler-238 e	Transit	23.65400000	1369.00	5751.00	Kepler
2273	Kepler-238	f	Kepler-238 f	Transit	50.44700000	1369.00	5751.00	Kepler
2274	Kepler-239	b	Kepler-239 b	Transit	11.76305100	658.00	4914.00	Kepler
2275	Kepler-239	c	Kepler-239 c	Transit	56.22809800	658.00	4914.00	Kepler
2276	Kepler-24	b	Kepler-24 b	Transit	8.14530000	1200.00	5897.00	Kepler
2277	Kepler-24	c	Kepler-24 c	Transit	12.33350000	1200.00	5897.00	Kepler
2278	Kepler-24	d	Kepler-24 d	Transit	4.24438400	1200.00	5897.00	Kepler
2279	Kepler-24	e	Kepler-24 e	Transit	18.99835500	1200.00	5897.00	Kepler
2280	Kepler-240	b	Kepler-240 b	Transit	4.14449500	738.00	4985.00	Kepler
2281	Kepler-240	c	Kepler-240 c	Transit	7.95352800	738.00	4985.00	Kepler
2282	Kepler-241	b	Kepler-241 b	Transit	12.71809200	512.00	4699.00	Kepler
2283	Kepler-241	c	Kepler-241 c	Transit	36.06597800	512.00	4699.00	Kepler
2284	Kepler-242	b	Kepler-242 b	Transit	8.20395000	670.00	5020.00	Kepler
2285	Kepler-242	c	Kepler-242 c	Transit	14.49648100	670.00	5020.00	Kepler
2286	Kepler-243	b	Kepler-243 b	Transit	5.71544200	669.00	5228.00	Kepler
2287	Kepler-243	c	Kepler-243 c	Transit	20.02621800	669.00	5228.00	Kepler
2288	Kepler-244	b	Kepler-244 b	Transit	4.31179200	928.00	5554.00	Kepler
2289	Kepler-244	c	Kepler-244 c	Transit	9.76729200	928.00	5554.00	Kepler
2290	Kepler-244	d	Kepler-244 d	Transit	20.05040100	928.00	5554.00	Kepler
2291	Kepler-245	b	Kepler-245 b	Transit	7.49019000	866.00	5100.00	Kepler
2292	Kepler-245	c	Kepler-245 c	Transit	17.46081200	866.00	5100.00	Kepler
2293	Kepler-245	d	Kepler-245 d	Transit	36.27710800	866.00	5100.00	Kepler
2294	Kepler-245	e	Kepler-245 e	Transit	3.21982106	866.00	5100.00	Kepler
2295	Kepler-246	b	Kepler-246 b	Transit	4.60182000	736.00	5206.00	Kepler
2296	Kepler-246	c	Kepler-246 c	Transit	11.18716100	736.00	5206.00	Kepler
2297	Kepler-247	b	Kepler-247 b	Transit	3.33616000	667.00	5100.00	Kepler
2298	Kepler-247	c	Kepler-247 c	Transit	9.43945200	667.00	5100.00	Kepler
2299	Kepler-247	d	Kepler-247 d	Transit	20.47791200	667.00	5100.00	Kepler
2300	Kepler-248	b	Kepler-248 b	Transit	6.30820500	800.00	5190.00	Kepler
2301	Kepler-248	c	Kepler-248 c	Transit	16.23949400	800.00	5190.00	Kepler
2302	Kepler-249	b	Kepler-249 b	Transit	3.30653900	133.00	3568.00	Kepler
2303	Kepler-249	c	Kepler-249 c	Transit	7.11370200	133.00	3568.00	Kepler
2304	Kepler-249	d	Kepler-249 d	Transit	15.36845900	133.00	3568.00	Kepler
2305	Kepler-25	b	Kepler-25 b	Transit	6.23850000	244.96	6270.00	Kepler
2306	Kepler-25	c	Kepler-25 c	Transit	12.72040000	244.96	6270.00	Kepler
2307	Kepler-25	d	Kepler-25 d	Radial Velocity	123.00000000	244.96	6270.00	W. M. Keck Observatory
2308	Kepler-250	b	Kepler-250 b	Transit	4.14814100	788.00	5160.00	Kepler
2309	Kepler-250	c	Kepler-250 c	Transit	7.15680400	788.00	5160.00	Kepler
2310	Kepler-250	d	Kepler-250 d	Transit	17.64831200	788.00	5160.00	Kepler
2311	Kepler-251	b	Kepler-251 b	Transit	4.79093600	1014.00	5526.00	Kepler
2312	Kepler-251	c	Kepler-251 c	Transit	16.51404300	1014.00	5526.00	Kepler
2313	Kepler-251	d	Kepler-251 d	Transit	30.13300100	1014.00	5526.00	Kepler
2314	Kepler-251	e	Kepler-251 e	Transit	99.64016100	1014.00	5526.00	Kepler
2315	Kepler-252	b	Kepler-252 b	Transit	6.66839100	391.00	4208.00	Kepler
2316	Kepler-252	c	Kepler-252 c	Transit	10.84846300	391.00	4208.00	Kepler
2317	Kepler-253	b	Kepler-253 b	Transit	3.78398600	849.00	5208.00	Kepler
2318	Kepler-253	c	Kepler-253 c	Transit	10.28195100	849.00	5208.00	Kepler
2319	Kepler-253	d	Kepler-253 d	Transit	18.11986900	849.00	5208.00	Kepler
2320	Kepler-254	b	Kepler-254 b	Transit	5.82666200	1366.00	5957.00	Kepler
2321	Kepler-254	c	Kepler-254 c	Transit	12.41218300	1366.00	5957.00	Kepler
2322	Kepler-254	d	Kepler-254 d	Transit	18.74647700	1366.00	5957.00	Kepler
2323	Kepler-255	b	Kepler-255 b	Transit	5.71460600	1011.00	5573.00	Kepler
2324	Kepler-255	c	Kepler-255 c	Transit	9.94604700	1011.00	5573.00	Kepler
2325	Kepler-255	d	Kepler-255 d	Transit	1.04562266	1011.00	5573.00	Kepler
2326	Kepler-256	b	Kepler-256 b	Transit	1.62049300	1181.00	5551.00	Kepler
2327	Kepler-256	c	Kepler-256 c	Transit	3.38802000	1181.00	5551.00	Kepler
2328	Kepler-256	d	Kepler-256 d	Transit	5.83917200	1181.00	5551.00	Kepler
2329	Kepler-256	e	Kepler-256 e	Transit	10.68157200	1181.00	5551.00	Kepler
2330	Kepler-257	b	Kepler-257 b	Transit	2.38266700	775.00	5180.00	Kepler
2331	Kepler-257	c	Kepler-257 c	Transit	6.58148400	775.00	5180.00	Kepler
2332	Kepler-257	d	Kepler-257 d	Transit	24.66455100	775.00	5180.00	Kepler
2333	Kepler-258	b	Kepler-258 b	Transit	13.19722000	592.00	4942.00	Kepler
2334	Kepler-258	c	Kepler-258 c	Transit	33.65307900	592.00	4942.00	Kepler
2335	Kepler-259	b	Kepler-259 b	Transit	8.11531700	1014.00	5938.00	Kepler
2336	Kepler-259	c	Kepler-259 c	Transit	36.92493100	1014.00	5938.00	Kepler
2337	Kepler-26	b	Kepler-26 b	Transit	12.28000000	339.00	3914.00	Kepler
2338	Kepler-26	c	Kepler-26 c	Transit	17.25590000	339.00	3914.00	Kepler
2339	Kepler-26	d	Kepler-26 d	Transit	3.54391900	339.00	3914.00	Kepler
2340	Kepler-26	e	Kepler-26 e	Transit	46.82791500	339.00	3914.00	Kepler
2341	Kepler-260	b	Kepler-260 b	Transit	8.18739900	589.00	5250.00	Kepler
2342	Kepler-260	c	Kepler-260 c	Transit	76.05017800	589.00	5250.00	Kepler
2343	Kepler-261	b	Kepler-261 b	Transit	10.38122700	338.00	5098.00	Kepler
2344	Kepler-261	c	Kepler-261 c	Transit	24.57085800	338.00	5098.00	Kepler
2345	Kepler-262	b	Kepler-262 b	Transit	13.06085500	810.00	5841.00	Kepler
2346	Kepler-262	c	Kepler-262 c	Transit	21.85372200	810.00	5841.00	Kepler
2347	Kepler-263	b	Kepler-263 b	Transit	16.56808700	891.00	5265.00	Kepler
2348	Kepler-263	c	Kepler-263 c	Transit	47.33277300	891.00	5265.00	Kepler
2349	Kepler-264	b	Kepler-264 b	Transit	40.80623100	955.00	6158.00	Kepler
2350	Kepler-264	c	Kepler-264 c	Transit	140.10126100	955.00	6158.00	Kepler
2351	Kepler-265	b	Kepler-265 b	Transit	6.84626200	1360.00	5835.00	Kepler
2352	Kepler-265	c	Kepler-265 c	Transit	17.02893700	1360.00	5835.00	Kepler
2353	Kepler-265	d	Kepler-265 d	Transit	43.13061700	1360.00	5835.00	Kepler
2354	Kepler-265	e	Kepler-265 e	Transit	67.83102400	1360.00	5835.00	Kepler
2355	Kepler-266	b	Kepler-266 b	Transit	6.61833000	1090.00	5885.00	Kepler
2356	Kepler-266	c	Kepler-266 c	Transit	107.72360100	1090.00	5885.00	Kepler
2357	Kepler-267	b	Kepler-267 b	Transit	3.35372800	281.00	4258.00	Kepler
2358	Kepler-267	c	Kepler-267 c	Transit	6.87745000	281.00	4258.00	Kepler
2359	Kepler-267	d	Kepler-267 d	Transit	28.46451500	281.00	4258.00	Kepler
2360	Kepler-268	b	Kepler-268 b	Transit	25.93413800	818.00	6081.00	Kepler
2361	Kepler-268	c	Kepler-268 c	Transit	83.44639300	818.00	6081.00	Kepler
2362	Kepler-269	b	Kepler-269 b	Transit	5.32671800	1193.00	5847.00	Kepler
2363	Kepler-269	c	Kepler-269 c	Transit	8.12789900	1193.00	5847.00	Kepler
2364	Kepler-27	b	Kepler-27 b	Transit	15.33480000	1140.00	5400.00	Kepler
2365	Kepler-27	c	Kepler-27 c	Transit	31.33090000	1140.00	5400.00	Kepler
2366	Kepler-270	b	Kepler-270 b	Transit	11.47609400	1019.00	6067.00	Kepler
2367	Kepler-270	c	Kepler-270 c	Transit	25.26288700	1019.00	6067.00	Kepler
2368	Kepler-271	b	Kepler-271 b	Transit	5.21773800	418.00	5524.00	Kepler
2369	Kepler-271	c	Kepler-271 c	Transit	7.41093500	418.00	5524.00	Kepler
2370	Kepler-271	d	Kepler-271 d	Transit	5.24972541	418.00	5524.00	Kepler
2371	Kepler-272	b	Kepler-272 b	Transit	2.97135300	699.00	5297.00	Kepler
2372	Kepler-272	c	Kepler-272 c	Transit	6.05734200	699.00	5297.00	Kepler
2373	Kepler-272	d	Kepler-272 d	Transit	10.93730400	699.00	5297.00	Kepler
2374	Kepler-273	b	Kepler-273 b	Transit	2.93653200	874.00	5626.00	Kepler
2375	Kepler-273	c	Kepler-273 c	Transit	8.01492700	874.00	5626.00	Kepler
2376	Kepler-274	b	Kepler-274 b	Transit	11.63478800	1172.00	6023.00	Kepler
2377	Kepler-274	c	Kepler-274 c	Transit	33.19786100	1172.00	6023.00	Kepler
2378	Kepler-275	b	Kepler-275 b	Transit	10.30068200	1818.00	6165.00	Kepler
2379	Kepler-275	c	Kepler-275 c	Transit	16.08813400	1818.00	6165.00	Kepler
2380	Kepler-275	d	Kepler-275 d	Transit	35.67606200	1818.00	6165.00	Kepler
2381	Kepler-276	b	Kepler-276 b	Transit	14.12841000	1326.00	6105.00	Kepler
2382	Kepler-276	c	Kepler-276 c	Transit	31.88400000	1326.00	6105.00	Kepler
2383	Kepler-276	d	Kepler-276 d	Transit	48.64800000	1326.00	6105.00	Kepler
2384	Kepler-277	b	Kepler-277 b	Transit	17.32400000	859.00	5946.00	Kepler
2385	Kepler-277	c	Kepler-277 c	Transit	33.00600000	859.00	5946.00	Kepler
2386	Kepler-278	b	Kepler-278 b	Transit	30.16054600	431.00	4991.00	Kepler
2387	Kepler-278	c	Kepler-278 c	Transit	51.07877500	431.00	4991.00	Kepler
2388	Kepler-279	b	Kepler-279 b	Transit	12.30968100	1223.00	6363.00	Kepler
2389	Kepler-279	c	Kepler-279 c	Transit	35.73600000	1223.00	6363.00	Kepler
2390	Kepler-279	d	Kepler-279 d	Transit	54.41400000	1223.00	6363.00	Kepler
2391	Kepler-28	b	Kepler-28 b	Transit	5.91230000	472.00	4590.00	Kepler
2392	Kepler-28	c	Kepler-28 c	Transit	8.98580000	472.00	4590.00	Kepler
2393	Kepler-280	b	Kepler-280 b	Transit	2.13954200	751.00	5744.00	Kepler
2394	Kepler-280	c	Kepler-280 c	Transit	4.80709100	751.00	5744.00	Kepler
2395	Kepler-281	b	Kepler-281 b	Transit	14.64600800	1276.00	5723.00	Kepler
2396	Kepler-281	c	Kepler-281 c	Transit	36.33737300	1276.00	5723.00	Kepler
2397	Kepler-282	b	Kepler-282 b	Transit	9.22052400	1048.00	5602.00	Kepler
2398	Kepler-282	c	Kepler-282 c	Transit	13.63872300	1048.00	5602.00	Kepler
2399	Kepler-282	d	Kepler-282 d	Transit	24.80600000	1048.00	5602.00	Kepler
2400	Kepler-282	e	Kepler-282 e	Transit	44.34700000	1048.00	5602.00	Kepler
2401	Kepler-283	b	Kepler-283 b	Transit	11.00815100	453.00	4351.00	Kepler
2402	Kepler-283	c	Kepler-283 c	Transit	92.74371100	453.00	4351.00	Kepler
2403	Kepler-284	b	Kepler-284 b	Transit	12.69914900	1219.00	5615.00	Kepler
2404	Kepler-284	c	Kepler-284 c	Transit	37.51445600	1219.00	5615.00	Kepler
2405	Kepler-285	b	Kepler-285 b	Transit	2.63386700	789.00	5411.00	Kepler
2406	Kepler-285	c	Kepler-285 c	Transit	6.18667600	789.00	5411.00	Kepler
2407	Kepler-286	b	Kepler-286 b	Transit	1.79630200	1281.00	5580.00	Kepler
2408	Kepler-286	c	Kepler-286 c	Transit	3.46809500	1281.00	5580.00	Kepler
2409	Kepler-286	d	Kepler-286 d	Transit	5.91432300	1281.00	5580.00	Kepler
2410	Kepler-286	e	Kepler-286 e	Transit	29.22128900	1281.00	5580.00	Kepler
2411	Kepler-287	b	Kepler-287 b	Transit	20.34219900	866.00	5806.00	Kepler
2412	Kepler-287	c	Kepler-287 c	Transit	44.85189600	866.00	5806.00	Kepler
2413	Kepler-288	b	Kepler-288 b	Transit	6.09732600	1176.00	5918.00	Kepler
2414	Kepler-288	c	Kepler-288 c	Transit	19.30577200	1176.00	5918.00	Kepler
2415	Kepler-288	d	Kepler-288 d	Transit	56.63374200	1176.00	5918.00	Kepler
2416	Kepler-289	b	Kepler-289 b	Transit	34.54500000	700.00	5990.00	Kepler
2417	Kepler-289	c	Kepler-289 c	Transit	125.85180000	700.00	5990.00	Kepler
2418	Kepler-289	d	Kepler-289 d	Transit	66.06340000	700.00	5990.00	Kepler
2419	Kepler-29	b	Kepler-29 b	Transit	10.33840000	1400.00	5701.00	Kepler
2420	Kepler-29	c	Kepler-29 c	Transit	13.28840000	1400.00	5701.00	Kepler
2421	Kepler-290	b	Kepler-290 b	Transit	14.58934700	741.00	5147.00	Kepler
2422	Kepler-290	c	Kepler-290 c	Transit	36.77031000	741.00	5147.00	Kepler
2423	Kepler-291	b	Kepler-291 b	Transit	3.54651100	1296.00	6002.00	Kepler
2424	Kepler-291	c	Kepler-291 c	Transit	5.70078600	1296.00	6002.00	Kepler
2425	Kepler-292	b	Kepler-292 b	Transit	2.58082700	1051.00	5299.00	Kepler
2426	Kepler-292	c	Kepler-292 c	Transit	3.71533500	1051.00	5299.00	Kepler
2427	Kepler-292	d	Kepler-292 d	Transit	7.05567900	1051.00	5299.00	Kepler
2428	Kepler-292	e	Kepler-292 e	Transit	11.97901000	1051.00	5299.00	Kepler
2429	Kepler-292	f	Kepler-292 f	Transit	20.83423700	1051.00	5299.00	Kepler
2430	Kepler-293	b	Kepler-293 b	Transit	19.25419600	1068.00	5804.00	Kepler
2431	Kepler-293	c	Kepler-293 c	Transit	54.15574300	1068.00	5804.00	Kepler
2432	Kepler-294	b	Kepler-294 b	Transit	3.70121200	1364.00	5913.00	Kepler
2433	Kepler-294	c	Kepler-294 c	Transit	6.62640000	1364.00	5913.00	Kepler
2434	Kepler-295	b	Kepler-295 b	Transit	12.64516400	630.00	5603.00	Kepler
2435	Kepler-295	c	Kepler-295 c	Transit	21.52625800	630.00	5603.00	Kepler
2436	Kepler-295	d	Kepler-295 d	Transit	33.88405400	630.00	5603.00	Kepler
2437	Kepler-296	b	Kepler-296 b	Transit	10.86438400	226.00	3740.00	Kepler
2438	Kepler-296	c	Kepler-296 c	Transit	5.84163660	226.00	3740.00	Kepler
2439	Kepler-296	d	Kepler-296 d	Transit	19.85029100	226.00	3740.00	Kepler
2440	Kepler-296	e	Kepler-296 e	Transit	34.14211000	226.00	3740.00	Kepler
2441	Kepler-296	f	Kepler-296 f	Transit	63.33627000	226.00	3740.00	Kepler
2442	Kepler-297	b	Kepler-297 b	Transit	38.87182600	745.00	5619.00	Kepler
2443	Kepler-297	c	Kepler-297 c	Transit	74.92013700	745.00	5619.00	Kepler
2444	Kepler-298	b	Kepler-298 b	Transit	10.47546400	504.00	4465.00	Kepler
2445	Kepler-298	c	Kepler-298 c	Transit	22.92881000	504.00	4465.00	Kepler
2446	Kepler-298	d	Kepler-298 d	Transit	77.47363300	504.00	4465.00	Kepler
2447	Kepler-299	b	Kepler-299 b	Transit	2.92712800	1024.00	5617.00	Kepler
2448	Kepler-299	c	Kepler-299 c	Transit	6.88587500	1024.00	5617.00	Kepler
2449	Kepler-299	d	Kepler-299 d	Transit	15.05478600	1024.00	5617.00	Kepler
2450	Kepler-299	e	Kepler-299 e	Transit	38.28548900	1024.00	5617.00	Kepler
2451	Kepler-30	b	Kepler-30 b	Transit	29.33434000	1400.00	5498.00	Kepler
2452	Kepler-30	c	Kepler-30 c	Transit	60.32310500	1400.00	5498.00	Kepler
2453	Kepler-30	d	Kepler-30 d	Transit	143.34394000	1400.00	5498.00	Kepler
2454	Kepler-300	b	Kepler-300 b	Transit	10.44634700	872.00	5986.00	Kepler
2455	Kepler-300	c	Kepler-300 c	Transit	40.71495500	872.00	5986.00	Kepler
2456	Kepler-301	b	Kepler-301 b	Transit	2.50855300	742.00	5815.00	Kepler
2457	Kepler-301	c	Kepler-301 c	Transit	5.41902600	742.00	5815.00	Kepler
2458	Kepler-301	d	Kepler-301 d	Transit	13.75124300	742.00	5815.00	Kepler
2459	Kepler-302	b	Kepler-302 b	Transit	30.18410400	1433.00	5740.00	Kepler
2460	Kepler-302	c	Kepler-302 c	Transit	127.28218400	1433.00	5740.00	Kepler
2461	Kepler-303	b	Kepler-303 b	Transit	1.93705500	175.00	3944.00	Kepler
2462	Kepler-303	c	Kepler-303 c	Transit	7.06114900	175.00	3944.00	Kepler
2463	Kepler-304	b	Kepler-304 b	Transit	3.29570900	483.00	4731.00	Kepler
2464	Kepler-304	c	Kepler-304 c	Transit	5.31594600	483.00	4731.00	Kepler
2465	Kepler-304	d	Kepler-304 d	Transit	9.65347100	483.00	4731.00	Kepler
2466	Kepler-304	e	Kepler-304 e	Transit	1.49914695	483.00	4731.00	Kepler
2467	Kepler-305	b	Kepler-305 b	Transit	5.48700000	864.00	5100.00	Kepler
2468	Kepler-305	c	Kepler-305 c	Transit	8.29100000	864.00	5100.00	Kepler
2469	Kepler-305	d	Kepler-305 d	Transit	16.73866100	864.00	5100.00	Kepler
2470	Kepler-306	b	Kepler-306 b	Transit	4.64618600	753.00	4954.00	Kepler
2471	Kepler-306	c	Kepler-306 c	Transit	7.24019300	753.00	4954.00	Kepler
2472	Kepler-306	d	Kepler-306 d	Transit	17.32664400	753.00	4954.00	Kepler
2473	Kepler-306	e	Kepler-306 e	Transit	44.84097500	753.00	4954.00	Kepler
2474	Kepler-307	b	Kepler-307 b	Transit	10.42080000	600.00	5367.00	Kepler
2475	Kepler-307	c	Kepler-307 c	Transit	13.07290000	600.00	5367.00	Kepler
2476	Kepler-308	b	Kepler-308 b	Transit	9.69492800	1284.00	5895.00	Kepler
2477	Kepler-308	c	Kepler-308 c	Transit	15.38231000	1284.00	5895.00	Kepler
2478	Kepler-309	b	Kepler-309 b	Transit	5.92365300	524.00	4713.00	Kepler
2479	Kepler-309	c	Kepler-309 c	Transit	105.35638300	524.00	4713.00	Kepler
2480	Kepler-31	b	Kepler-31 b	Transit	20.86130000	2100.00	6340.00	Kepler
2481	Kepler-31	c	Kepler-31 c	Transit	42.63180000	2100.00	6340.00	Kepler
2482	Kepler-31	d	Kepler-31 d	Transit	87.64510000	2100.00	6340.00	Kepler
2483	Kepler-310	b	Kepler-310 b	Transit	13.93069800	634.00	5797.00	Kepler
2484	Kepler-310	c	Kepler-310 c	Transit	56.47542000	634.00	5797.00	Kepler
2485	Kepler-310	d	Kepler-310 d	Transit	92.87612500	634.00	5797.00	Kepler
2486	Kepler-311	b	Kepler-311 b	Transit	9.17609200	774.00	5905.00	Kepler
2487	Kepler-311	c	Kepler-311 c	Transit	19.73828600	774.00	5905.00	Kepler
2488	Kepler-312	b	Kepler-312 b	Transit	1.77241900	569.00	6115.00	Kepler
2489	Kepler-312	c	Kepler-312 c	Transit	19.74741200	569.00	6115.00	Kepler
2490	Kepler-313	b	Kepler-313 b	Transit	14.97041800	954.00	5727.00	Kepler
2491	Kepler-313	c	Kepler-313 c	Transit	32.27327300	954.00	5727.00	Kepler
2492	Kepler-314	b	Kepler-314 b	Transit	2.46106900	263.00	5378.00	Kepler
2493	Kepler-314	c	Kepler-314 c	Transit	5.96039200	263.00	5378.00	Kepler
2494	Kepler-315	b	Kepler-315 b	Transit	96.10114100	1112.00	5796.00	Kepler
2495	Kepler-315	c	Kepler-315 c	Transit	265.46933500	1112.00	5796.00	Kepler
2496	Kepler-316	b	Kepler-316 b	Transit	2.24050800	342.00	4204.00	Kepler
2497	Kepler-316	c	Kepler-316 c	Transit	6.82776600	342.00	4204.00	Kepler
2498	Kepler-317	b	Kepler-317 b	Transit	5.52424200	1220.00	5497.00	Kepler
2499	Kepler-317	c	Kepler-317 c	Transit	8.77501000	1220.00	5497.00	Kepler
2500	Kepler-318	b	Kepler-318 b	Transit	4.66271500	463.00	5746.00	Kepler
2501	Kepler-318	c	Kepler-318 c	Transit	11.81500700	463.00	5746.00	Kepler
2502	Kepler-319	b	Kepler-319 b	Transit	4.36270500	549.00	5526.00	Kepler
2503	Kepler-319	c	Kepler-319 c	Transit	6.94135700	549.00	5526.00	Kepler
2504	Kepler-319	d	Kepler-319 d	Transit	31.78192500	549.00	5526.00	Kepler
2505	Kepler-32	b	Kepler-32 b	Transit	5.90124000	303.00	3900.00	Kepler
2506	Kepler-32	c	Kepler-32 c	Transit	8.75220000	303.00	3900.00	Kepler
2507	Kepler-32	d	Kepler-32 d	Transit	22.78020000	303.00	3900.00	Kepler
2508	Kepler-32	e	Kepler-32 e	Transit	2.89600000	303.00	3900.00	Kepler
2509	Kepler-32	f	Kepler-32 f	Transit	0.74296000	303.00	3900.00	Kepler
2510	Kepler-320	b	Kepler-320 b	Transit	8.37155400	1022.00	6435.00	Kepler
2511	Kepler-320	c	Kepler-320 c	Transit	17.93493700	1022.00	6435.00	Kepler
2512	Kepler-321	b	Kepler-321 b	Transit	4.91537900	377.00	5740.00	Kepler
2513	Kepler-321	c	Kepler-321 c	Transit	13.09392100	377.00	5740.00	Kepler
2514	Kepler-322	b	Kepler-322 b	Transit	1.65388800	428.00	5388.00	Kepler
2515	Kepler-322	c	Kepler-322 c	Transit	4.33723400	428.00	5388.00	Kepler
2516	Kepler-323	b	Kepler-323 b	Transit	1.67832700	473.00	5987.00	Kepler
2517	Kepler-323	c	Kepler-323 c	Transit	3.55382200	473.00	5987.00	Kepler
2518	Kepler-324	b	Kepler-324 b	Transit	4.38531500	492.00	5194.00	Kepler
2519	Kepler-324	c	Kepler-324 c	Transit	51.80561200	492.00	5194.00	Kepler
2520	Kepler-325	b	Kepler-325 b	Transit	4.54443900	883.00	5752.00	Kepler
2521	Kepler-325	c	Kepler-325 c	Transit	12.76217200	883.00	5752.00	Kepler
2522	Kepler-325	d	Kepler-325 d	Transit	38.71518500	883.00	5752.00	Kepler
2523	Kepler-326	b	Kepler-326 b	Transit	2.24832900	355.00	5105.00	Kepler
2524	Kepler-326	c	Kepler-326 c	Transit	4.58035800	355.00	5105.00	Kepler
2525	Kepler-326	d	Kepler-326 d	Transit	6.76688800	355.00	5105.00	Kepler
2526	Kepler-327	b	Kepler-327 b	Transit	2.54957500	217.00	3799.00	Kepler
2527	Kepler-327	c	Kepler-327 c	Transit	5.21233300	217.00	3799.00	Kepler
2528	Kepler-327	d	Kepler-327 d	Transit	13.96945700	217.00	3799.00	Kepler
2529	Kepler-328	b	Kepler-328 b	Transit	34.92100000	2078.00	5914.00	Kepler
2530	Kepler-328	c	Kepler-328 c	Transit	71.31200000	2078.00	5914.00	Kepler
2531	Kepler-329	b	Kepler-329 b	Transit	7.41639700	338.00	4257.00	Kepler
2532	Kepler-329	c	Kepler-329 c	Transit	18.68473700	338.00	4257.00	Kepler
2533	Kepler-33	b	Kepler-33 b	Transit	5.66793000	1113.00	5904.00	Kepler
2534	Kepler-33	c	Kepler-33 c	Transit	13.17562000	1113.00	5904.00	Kepler
2535	Kepler-33	d	Kepler-33 d	Transit	21.77596000	1113.00	5904.00	Kepler
2536	Kepler-33	e	Kepler-33 e	Transit	31.78440000	1113.00	5904.00	Kepler
2537	Kepler-33	f	Kepler-33 f	Transit	41.02902000	1113.00	5904.00	Kepler
2538	Kepler-330	b	Kepler-330 b	Transit	8.25978000	686.00	5117.00	Kepler
2539	Kepler-330	c	Kepler-330 c	Transit	15.95538700	686.00	5117.00	Kepler
